Estado,Nome da campanha,ID da campanha,campaignExternalId,País da campanha,Código do status,Status,Tipo,Segmentação,Varejista,Nome do portfólio,Estratégia de lances da campanha,Data de início da campanha,Data de término da campanha,Ajuste de lance para o topo da pesquisa,Valor do orçamento da campanha (convertido),Valor do orçamento da campanha,Tipo de custo,Impressões,CPM (convertido),CPM,Cliques,CTR visível (vCTR),CTR,CPC (convertido),CPC,CPM visível (vCPM) (convertido),CPM visível (vCPM),Distribuição visível,Impressões visíveis,Custo total (convertido),Custo total,Alcance do usuário,Alcance por domicílio,Primeiro quartil (anúncio de vídeo),Metade (anúncio de vídeo),Terceiro quartil (anúncios de vídeo),Visualizações concluídas (anúncios de vídeo),Ativações do som (anúncios de vídeo),Visualizações da página de detalhes,Visualizações da página de detalhes (clientes novos para a marca),Adicionar ao carrinho,Adições ao carrinho (cliente novo para a marca),Pesquisas de marcas,Pesquisas de marca (clientes novos para a marca),Visualizações da página da Brand Store,Visualizações da página da Brand Store (clientes novos para a marca),Compras,Vendas (convertido),Vendas,ACOS,ROAS,Compras (clientes novos para a marca),Vendas (clientes novos para a marca) (convertido),Vendas (clientes novos para a marca),Percentual de compras de clientes novos para a marca,Percentual de vendas novas para a marca,Vendas a longo prazo (convertido),Vendas a longo prazo,ROAS de longo prazo,Marca,Parcela de impressões no topo da pesquisa
PAUSADO,campanha automática individual- SP-FF-o116/07,A0837952105H64UFPQO4U,108685489444736,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),18/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,5,0,"0,0011","R$ 0,67","R$ 0,67",,,0,0,"R$ 3,33","R$ 3,33",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha automática inidividual- L1618-o115/07,A04406752SJAUMCWZ6IGP,157934729939405,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,38,0,"0,0041","R$ 0,96","R$ 0,96",,,0,0,"R$ 36,35","R$ 36,35",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,campanha automatica individual- P3060-o115/07,A0112228YNTZM8SYA7GE,161686400608981,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),12/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,65,0,"0,0047","R$ 1,26","R$ 1,26",,,0,0,"R$ 81,70","R$ 81,70",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,campanha automática individual- SP-01-o116/07,A1001558NI41K3MGL72U,28062808738738,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,7,0,"0,0018","R$ 0,84","R$ 0,84",,,0,0,"R$ 5,86","R$ 5,86",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Produto Indicado- L2470-B-o115/07,A047063434DXCJ4K1MT2X,98086879114039,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,45,0,"0,0038","R$ 0,89","R$ 0,89",,,0,0,"R$ 39,91","R$ 39,91",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Palavra-Chave- P4080-o116/07,A09516511G38SEO1U51IM,139517395374433,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,3,0,"0,0100","R$ 1,56","R$ 1,56",,,0,0,"R$ 4,67","R$ 4,67",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"19,80%"
PAUSADO,Campanha de Palavra-Chave- P3050-o116/07,A081650121W5RUR90EHO0,113980823359011,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,4,0,"0,0037","R$ 1,33","R$ 1,33",,,0,0,"R$ 5,33","R$ 5,33",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"6,43%"
PAUSADO,campanha de produto indicado-P3060-o115/07,A05462292UNWB3G6XREBS,54057381293334,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),12/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,49,0,"0,0032","R$ 0,96","R$ 0,96",,,0,0,"R$ 47,21","R$ 47,21",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,campanha automática individual- L2470-CZ-o102/07,A10344413UCVSW9NTOIA8,227010809046493,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,15,0,"0,0020","R$ 1,24","R$ 1,24",,,0,0,"R$ 18,62","R$ 18,62",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Produto Indicado- L2450-AML-o103/07,A058664835I07GX0UIYHZ,253216233355680,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,17,0,"0,0038","R$ 0,93","R$ 0,93",,,0,0,"R$ 15,79","R$ 15,79",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Palavra-Chave- PXP-o115/07,A01078162Q1VTEXFKBSRA,13641592450246,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 20,00","R$ 20,00",CPC,0,,,3,0,"0,0300","R$ 0,56","R$ 0,56",,,0,0,"R$ 1,67","R$ 1,67",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,201.06586826347308,0,,,0,0,,,0,,"52,33%"
PAUSADO,Campanha de Categoria- PXP-o103/07,A06665912LNSQ6KUHHS3T,162874090707081,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Categoria- P3070-o108/07,A09532191FBQUNJFT7L9E,170982245187588,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,10,0,"0,0012","R$ 0,85","R$ 0,85",,,0,0,"R$ 8,45","R$ 8,45",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,campanha de palavra chave- P3060-o116/07,A012019137R3MERXUEIO0,123525465502040,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),12/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,6,0,"0,0062","R$ 1,68","R$ 1,68",,,0,0,"R$ 10,08","R$ 10,08",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"8,85%"
PAUSADO,campanha automática individual- L2440-AML-o115/07,A0970842CNSHLS8CXBZ9,52546137799748,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,13,0,"0,0018","R$ 1,16","R$ 1,16",,,0,0,"R$ 15,05","R$ 15,05",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Produto Indicado- L2470-CZ-o425/08,A00344933QCPIT0JIM1E4,118770317056339,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,19,0,"0,0025","R$ 0,70","R$ 0,70",,,0,0,"R$ 13,27","R$ 13,27",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"12,34%"
PAUSADO,Campanha de Palavra-Chave- L2470-B-o116/07,A058540926WD3OFT5S05D,185052434192545,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,3,0,"0,0023","R$ 1,10","R$ 1,10",,,0,0,"R$ 3,29","R$ 3,29",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"8,62%"
PAUSADO,Campanha de Categoria- SP-FF-o108/07,A0028717YG1OMUVR90H7,169317211449682,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),18/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,7,0,"0,0005","R$ 0,85","R$ 0,85",,,0,0,"R$ 5,98","R$ 5,98",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Produto Indicado- L1618-T-o103/07,A0910880WIFPP2KR2UE2,100493751446075,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,13,0,"0,0086","R$ 0,78","R$ 0,78",,,0,0,"R$ 10,08","R$ 10,08",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Categoria- P3050-o108/07,A03868843JJN93D36MD3W,69627984161020,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,12,0,"0,0013","R$ 1,03","R$ 1,03",,,0,0,"R$ 12,37","R$ 12,37",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Categoria- L1618-T-o108/07,A08682242VPJUGMOMU2W,88731574627784,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,8,0,"0,0050","R$ 0,73","R$ 0,73",,,0,0,"R$ 5,82","R$ 5,82",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,campanha automática individual- P4080-o115/07,A1010034MXE8OGHMR3VX,51395984318777,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,36,0,"0,0040","R$ 0,93","R$ 0,93",,,0,0,"R$ 33,33","R$ 33,33",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Produto Indicado- PXP-o103/07,A0106324YJ5YBE2E7ZTT,39066415309857,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,8,0,"0,0072","R$ 0,62","R$ 0,62",,,0,0,"R$ 4,93","R$ 4,93",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"21,10%"
PAUSADO,Campanha de Palavra-Chave- PXM-o116/07,A00300933SVARM5JPHCS4,252196439586079,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"49,00%"
PAUSADO,Campanha de Categoria- L2450-AML-o108/07,A03396843GW6GEJUL6BCV,194150202217376,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,14,0,"0,0012","R$ 0,95","R$ 0,95",,,0,0,"R$ 13,27","R$ 13,27",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Palavra-Chave- L1618-T-o103/07,A079975732F8062VUN15H,125746095085649,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,17,0,"0,0090","R$ 1,28","R$ 1,28",,,0,0,"R$ 21,75","R$ 21,75",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Categoria- L2470-B-o108/07,A05115902LVI239U8UD0L,1785498777640,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,21,0,"0,0016","R$ 0,81","R$ 0,81",,,0,0,"R$ 16,99","R$ 16,99",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Palavra-Chave- PG3070-o116/07,A00935682RSDGBP1KV6C0,110098529654524,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"30,25%"
PAUSADO,Campanha de Produto Indicado- SP-PP-o103/07,A08394256S9B61FRGUAN,151214408407609,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),18/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,2,0,"0,0010","R$ 0,60","R$ 0,60",,,0,0,"R$ 1,19","R$ 1,19",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
ATIVADO,Campanha de Produto Indicado- L2030-B-o311/08,A064790435SGRFFRUMEDS,51280467188765,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 40,00","R$ 40,00",CPC,0,,,21,0,"0,0085","R$ 0,72","R$ 0,72",,,0,0,"R$ 15,18","R$ 15,18",,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,0,32.76284584980237,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Produto Indicado- SP-FF-o103/07,A09965703PLLAGTMUD5UK,229314137254983,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),18/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,5,0,"0,0037","R$ 0,64","R$ 0,64",,,0,0,"R$ 3,20","R$ 3,20",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
ATIVADO,Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,A07442111CYSA8E02CFF7,108804692555847,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,MANUAL,Amazon,Campanhas Manuais Claude,Lances dinâmicos (aumento e redução),29/07/2026,,"0,25","R$ 5,00","R$ 5,00",CPC,0,,,27,0,"0,0098","R$ 1,70","R$ 1,70",,,0,0,"R$ 45,78","R$ 45,78",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,5.806028833551769,0,,,0,0,,,0,,"50,32%"
ATIVADO,Campanha de Palavra-Chave Cinzeiros,A01333633DA5P1PA3DOWV,160875308766462,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,MANUAL,Amazon,Campanhas Manuais Claude,Lances fixos,29/07/2026,,"0,50","R$ 5,00","R$ 5,00",CPC,0,,,2,0,"0,0071","R$ 0,92","R$ 0,92",,,0,0,"R$ 1,84","R$ 1,84",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"36,36%"
ATIVADO,Campanha - Extintor Palavra-Chave Exato Manual,A10439931H06O4QT2JTPT,128467924533879,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,MANUAL,Amazon,Campanhas Manuais Claude,Lances fixos,29/07/2026,,"0,75","R$ 8,00","R$ 8,00",CPC,0,,,6,0,"0,0121","R$ 0,89","R$ 0,89",,,0,0,"R$ 5,35","R$ 5,35",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,38.044859813084116,0,,,0,0,,,0,,"76,05%"
ATIVADO,Campanha Manual Palavra-Chave L3070-B,A0746803Y9QZ9WQWA2RI,51867061249884,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,MANUAL,Amazon,Campanhas Manuais Claude,Lances dinâmicos (aumento e redução),11/08/2026,,"0,25","R$ 5,00","R$ 5,00",CPC,0,,,4,0,"0,0092","R$ 0,88","R$ 0,88",,,0,0,"R$ 3,50","R$ 3,50",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"28,32%"
PAUSADO,Campanha automática individual EGC,A082587736AB1TE83UA7J,78244851008766,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances fixos,11/08/2026,,0,"R$ 5,00","R$ 5,00",CPC,0,,,14,0,"0,0015","R$ 0,73","R$ 0,73",,,0,0,"R$ 10,24","R$ 10,24",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
ATIVADO,Campanha - Manual Bituqueiras Space,A09550071B07XXD2OPND5,227485829194320,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,MANUAL,Amazon,Campanhas Manuais Claude,Lances fixos,11/08/2026,,"0,50","R$ 6,00","R$ 6,00",CPC,0,,,2,0,"0,0364","R$ 0,46","R$ 0,46",,,0,0,"R$ 0,91","R$ 0,91",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"93,10%"
