Intervalo de datas,Identificador da campanha,Nome da campanha,ID do grupo de anúncios,Nome do grupo de anúncios,SKU do produto anunciado-Advertised product SKU,Identificador do produto anunciado,Nome do produto anunciado,Marketplace do produto anunciado-Advertised product marketplace,ID do portfólio,Nome do portfólio,Moeda do orçamento,Impressões,Cliques,CTR,CPC,Custo total,Vendas,ROAS,Compras,Unidades vendidas,Taxa de compra em relação aos cliques
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L2460-AML,B0H6NM3QBS,Lixeira Aro Meia Lua em Aço Inox 27 Litros 24x60 centímetros Prateada para Uso Interno,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,148,2,1.3514%,0.80000,1.60,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,P4080ALC,B0H72HJC34,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,1265,5,0.3953%,0.61600,3.08,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,EMB-08,B0H77M42RM,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,945,3,0.3175%,0.56000,1.68,0.00,0.00000,0,0,0.0000%
23 de ago. de 2026 - 19 de set. de 2026,"=""160875308766462""",Campanha de Palavra-Chave Cinzeiros,"=""197709452963098""",Campanha de Palavra-Chave Cinzeiros,L2450--CZ,B0H5YQ9JMJ,,AMAZON_BR,99873185432506,Campanhas Manuais Claude,BRL,83,0,0.0000%,,0.00,0.00,,0,0,
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L2450--CZ,B0H5YQ9JMJ,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,778,2,0.2571%,0.40500,0.81,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,PG2470,B0H7T71WHG,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,1278,3,0.2347%,0.79667,2.39,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,P4050,B0H5MWNDKW,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,371,0,0.0000%,,0.00,0.00,,0,0,
22 de ago. de 2026 - 18 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,PXP,B0H4S7ZKXS,Suporte de Chão para Extintor de Incêndio de 4 kg em Aço Inox 16x31 cm Redondo Porta Extintor,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,29,0,0.0000%,,0.00,0.00,,0,0,
22 de ago. de 2026 - 17 de set. de 2026,"=""128467924533879""",Campanha - Extintor Palavra-Chave Exato Manual,"=""246454765415283""",Campanha - Extintor Palavra-Chave Exato Manual,PXP,B0H4S7ZKXS,Suporte de Chão para Extintor de Incêndio de 4 kg em Aço Inox 16x31 cm Redondo Porta Extintor,AMAZON_BR,99873185432506,Campanhas Manuais Claude,BRL,83,3,3.6145%,1.04667,3.14,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""60867425277707""",campanha automática inidividual- PXP-o311/08,"=""374068040998928""",campanha automática inidividual- PXP-o311/08,PXP,B0H4S7ZKXS,Suporte de Chão para Extintor de Incêndio de 4 kg em Aço Inox 16x31 cm Redondo Porta Extintor,AMAZON_BR,1383289894499,campanha automatica individual,BRL,2113,15,0.7099%,0.84733,12.71,151.10,11.88828,1,1,6.6667%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L2440-A,B0H538CW36,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,237,0,0.0000%,,0.00,0.00,,0,0,
22 de ago. de 2026 - 25 de ago. de 2026,"=""39066415309857""",Campanha de Produto Indicado- PXP-o103/07,"=""107384110271466""",Campanha de Produto Indicado- PXP-o103/07,PXP,B0H4S7ZKXS,Suporte de Chão para Extintor de Incêndio de 4 kg em Aço Inox 16x31 cm Redondo Porta Extintor,AMAZON_BR,146788124202114,campanha de produto indicado,BRL,55,0,0.0000%,,0.00,0.00,,0,0,
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L1618-T,B0H3QQLFFY,Lixeira de Aço Inox com Tampa 3 Litros 16x18 cm Redonda para Pia Cozinha e Banheiro,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,2646,46,1.7385%,0.60543,27.85,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,P2430,B0H7KWNLZ4,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,913,3,0.3286%,0.78667,2.36,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,Q3060-A,B0H51P391G,Lixeira Aro Quadrada em Aço Inox 50 Litros 30x60 centímetros Prateada para Uso Interno,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,469,1,0.2132%,0.79000,0.79,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,P4070ALC,B0H6H1W988,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,434,1,0.2304%,0.65000,0.65,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,PG2460,B0H5MDZQDG,Porta Guarda-Chuva em Aço Inox 24x60 cm Suporte para Guarda Chuvas Recepção e Escritório,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,1435,11,0.7666%,0.55727,6.13,223.88,36.52202,1,1,9.0909%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L3070-B,B0H6KN61XR,Lixeira Basculante em Aço Inox 50 Litros 30x70 cm Redonda Tampa Vai e Vem Cozinha Comércio,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,773,5,0.6468%,0.67800,3.39,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""51867061249884""",Campanha Manual Palavra-Chave L3070-B,"=""37073533131431""",Campanha Manual Palavra-Chave L3070-B,L3070-B,B0H6KN61XR,Lixeira Basculante em Aço Inox 50 Litros 30x70 cm Redonda Tampa Vai e Vem Cozinha Comércio,AMAZON_BR,99873185432506,Campanhas Manuais Claude,BRL,185,2,1.0811%,0.99000,1.98,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L3060-AML,B0H6NFGH2Q,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,431,0,0.0000%,,0.00,0.00,,0,0,
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L3050-B,B0H6KFGC4J,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,344,2,0.5814%,0.46000,0.92,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L1623-A,B0H6XX9VYL,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,388,2,0.5155%,0.55500,1.11,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,EGC,B0H4WLDNYD,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,72,1,1.3889%,0.28000,0.28,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,Q2430-B,B0H4X43F5T,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,875,10,1.1429%,0.63500,6.35,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""78244851008766""",Campanha automática individual EGC,"=""394021670034987""",Campanha automática individual EGC,EGC,B0H4WLDNYD,,AMAZON_BR,1383289894499,campanha automatica individual,BRL,8534,11,0.1289%,0.76000,8.36,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L2030-T,B0H77661G6,Lixeira de Aço Inox com Tampa 10 Litros 20x30 cm para Banheiro Cozinha Escritório,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,706,5,0.7082%,0.51000,2.55,143.13,56.12941,1,1,20.0000%
24 de ago. de 2026 - 18 de set. de 2026,"=""227485829194320""",Campanha - Manual Bituqueiras Space,"=""179597446155591""",Manual Bituqueiras Space,SP-T,B0H3MGC36H,,AMAZON_BR,99873185432506,Campanhas Manuais Claude,BRL,9,0,0.0000%,,0.00,0.00,,0,0,
22 de ago. de 2026 - 19 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,SP-T,B0H3MGC36H,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,95,0,0.0000%,,0.00,0.00,,0,0,
25 de ago. de 2026 - 19 de set. de 2026,"=""160875308766462""",Campanha de Palavra-Chave Cinzeiros,"=""197709452963098""",Campanha de Palavra-Chave Cinzeiros,L2460-CZ,B0H3QHL2VB,,AMAZON_BR,99873185432506,Campanhas Manuais Claude,BRL,21,0,0.0000%,,0.00,0.00,,0,0,
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L2460-CZ,B0H3QHL2VB,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,573,1,0.1745%,0.49000,0.49,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,EMB-03P,B0H73CH37Y,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,674,1,0.1484%,0.80000,0.80,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L2030,B0H6CCHT65,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,541,6,1.1091%,0.79333,4.76,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,P3050ALC,B0H6C92MLT,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,490,0,0.0000%,,0.00,0.00,,0,0,
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,EMB-05,B0H761RP63,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,913,2,0.2191%,0.80000,1.60,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,P2440,B0H7LGF1WN,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,1199,5,0.4170%,0.57400,2.87,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L2450-AML,B0H62YWD84,Lixeira Aro Meia Lua em Aço Inox 25 Litros 24x50 cm Prateada para Uso Interno,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,136,2,1.4706%,0.83500,1.67,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L1623-B,B0H6KT72NN,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,648,3,0.4630%,0.64000,1.92,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""108804692555847""",Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,"=""28534619762262""",Campanha de Palavra-Chave Lixeiras banheiro-O425/08,L1623-B,B0H6KT72NN,,AMAZON_BR,99873185432506,Campanhas Manuais Claude,BRL,414,2,0.4831%,1.71500,3.43,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L2025-A,B0H6XYM5GF,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,243,2,0.8230%,0.93500,1.87,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,EMB-03,B0H52SC552,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,632,3,0.4747%,0.80333,2.41,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,Q2430-A,B0H7XXH5GV,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,358,0,0.0000%,,0.00,0.00,,0,0,
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,P2030,B0H51H5B4D,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,242,0,0.0000%,,0.00,0.00,,0,0,
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L2425-AML,B0H6N9SS25,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,193,0,0.0000%,,0.00,0.00,,0,0,
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L4050-B,B0H6GXK1SH,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,689,2,0.2903%,0.53500,1.07,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,L4080-A,B0H6QYZLYM,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,1447,3,0.2073%,0.73000,2.19,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 20 de set. de 2026,"=""230543495581941""",campanha automatica geral DBA-o59/09,"=""306910018834945""",Campanha automatica geral DBA-o59/09,P3060,B0H4NLBG1Y,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,1942,23,1.1843%,0.70522,16.22,0.00,0.00000,0,0,0.0000%
22 de ago. de 2026 - 25 de ago. de 2026,"=""54057381293334""",campanha de produto indicado-P3060-o115/07,"=""162752730016997""",campanha de produto indicado-P3060-o115/07,P3060,B0H4NLBG1Y,,AMAZON_BR,146788124202114,campanha de produto indicado,BRL,64,0,0.0000%,,0.00,0.00,,0,0,
