Intervalo de datas,Identificador da campanha,Nome da campanha,ID do grupo de anúncios,Nome do grupo de anúncios,SKU do produto anunciado-Advertised product SKU,Identificador do produto anunciado,Nome do produto anunciado,Marketplace do produto anunciado-Advertised product marketplace,ID do portfólio,Nome do portfólio,Moeda do orçamento,Impressões,Cliques,CTR,CPC,Custo total,Vendas,ROAS,Compras,Unidades vendidas,Taxa de compra em relação aos cliques
24 de ago. de 2026 - 31 de ago. de 2026,"=""108804692555847""",Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,"=""28534619762262""",Campanha de Palavra-Chave Lixeiras banheiro-O425/08,L2430-B,B0H6KY3BZD,Lixeira Basculante em Aço Inox Redonda 15 Litros 24x30 cm Vai e Vem para Uso Interno,AMAZON_BR,99873185432506,Campanhas Manuais Claude,BRL,54,1,1.8519%,1.25000,1.25,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L2430-B,B0H6KY3BZD,Lixeira Basculante em Aço Inox Redonda 15 Litros 24x30 cm Vai e Vem para Uso Interno,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,292,1,0.3425%,0.79000,0.79,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L4075-B,B0H6H2BTKC,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,486,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L2025-B,B0H6L3552G,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,200,1,0.5000%,0.80000,0.80,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""108804692555847""",Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,"=""28534619762262""",Campanha de Palavra-Chave Lixeiras banheiro-O425/08,L2025-B,B0H6L3552G,,AMAZON_BR,99873185432506,Campanhas Manuais Claude,BRL,65,1,1.5385%,1.78000,1.78,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L1623-T,B0H6C894TV,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,239,3,1.2552%,0.76667,2.30,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,EMB-08,B0H77M42RM,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,412,1,0.2427%,0.60000,0.60,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,P4080ALC,B0H72HJC34,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,763,3,0.3932%,0.67000,2.01,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,P2430,B0H7KWNLZ4,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,539,3,0.5566%,0.78667,2.36,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L1623-A,B0H6XX9VYL,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,145,1,0.6897%,0.54000,0.54,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,EMB-03P,B0H73CH37Y,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,297,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,P3050ALC,B0H6C92MLT,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,343,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,EMB-03,B0H52SC552,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,194,1,0.5155%,0.71000,0.71,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L4050-B,B0H6GXK1SH,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,264,1,0.3788%,0.58000,0.58,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L4080-A,B0H6QYZLYM,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,778,2,0.2571%,0.76500,1.53,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,P3060,B0H4NLBG1Y,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,622,9,1.4469%,0.84333,7.59,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 25 de ago. de 2026,"=""54057381293334""",campanha de produto indicado-P3060-o115/07,"=""162752730016997""",campanha de produto indicado-P3060-o115/07,P3060,B0H4NLBG1Y,,AMAZON_BR,146788124202114,campanha de produto indicado,BRL,35,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,Q2460-B,B0H7YNMBBK,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,1274,17,1.3344%,0.71118,12.09,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 30 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L2425-A,B0H6XV8Z59,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,68,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L2425-B,B0H6KPK494,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,229,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""128467924533879""",Campanha - Extintor Palavra-Chave Exato Manual,"=""246454765415283""",Campanha - Extintor Palavra-Chave Exato Manual,PXP,B0H4S7ZKXS,Suporte de Chão para Extintor de Incêndio de 4 kg em Aço Inox 16x31 cm Redondo Porta Extintor,AMAZON_BR,99873185432506,Campanhas Manuais Claude,BRL,32,1,3.1250%,0.65000,0.65,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""60867425277707""",campanha automática inidividual- PXP-o311/08,"=""374068040998928""",campanha automática inidividual- PXP-o311/08,PXP,B0H4S7ZKXS,Suporte de Chão para Extintor de Incêndio de 4 kg em Aço Inox 16x31 cm Redondo Porta Extintor,AMAZON_BR,1383289894499,campanha automatica individual,BRL,544,2,0.3676%,0.66000,1.32,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 28 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,PXP,B0H4S7ZKXS,Suporte de Chão para Extintor de Incêndio de 4 kg em Aço Inox 16x31 cm Redondo Porta Extintor,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,15,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L2440-A,B0H538CW36,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,102,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 25 de ago. de 2026,"=""39066415309857""",Campanha de Produto Indicado- PXP-o103/07,"=""107384110271466""",Campanha de Produto Indicado- PXP-o103/07,PXP,B0H4S7ZKXS,Suporte de Chão para Extintor de Incêndio de 4 kg em Aço Inox 16x31 cm Redondo Porta Extintor,AMAZON_BR,146788124202114,campanha de produto indicado,BRL,15,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L1618-T,B0H3QQLFFY,Lixeira de Aço Inox com Tampa 3 Litros 16x18 cm Redonda para Pia Cozinha e Banheiro,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,965,16,1.6580%,0.66875,10.70,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L1618,B0H6C93M6Z,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,185,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L2025,B0H4WPPLZB,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,55,1,1.8182%,0.65000,0.65,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L3060-AML,B0H6NFGH2Q,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,249,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 30 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L3050-B,B0H6KFGC4J,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,120,2,1.6667%,0.50000,1.00,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,PG3070,B0H4S6J82Z,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,105,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 25 de ago. de 2026,"=""58296046930587""",campanha automática individual- PG3070-o425/08,"=""476720209289154""",campanha automática individual- PG3070-o425/08,PG3070,B0H4S6J82Z,,AMAZON_BR,1383289894499,campanha automatica individual,BRL,9,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""7243834473931""",Campanha de Produto Indicado- PG3070-o425/08,"=""212453488975658""",Campanha de Produto Indicado- PG3070-o425/08,PG3070,B0H4S6J82Z,,AMAZON_BR,146788124202114,campanha de produto indicado,BRL,204,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,Q2430-B,B0H4X43F5T,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,306,4,1.3072%,0.64750,2.59,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 26 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,EGC,B0H4WLDNYD,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,15,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""78244851008766""",Campanha automática individual EGC,"=""394021670034987""",Campanha automática individual EGC,EGC,B0H4WLDNYD,,AMAZON_BR,1383289894499,campanha automatica individual,BRL,540,1,0.1852%,0.73000,0.73,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L2470-A,B0H6QWF5NS,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,221,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L2030-T,B0H77661G6,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,340,1,0.2941%,0.66000,0.66,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 30 de ago. de 2026,"=""227485829194320""",Campanha - Manual Bituqueiras Space,"=""179597446155591""",Manual Bituqueiras Space,SP-T,B0H3MGC36H,,AMAZON_BR,99873185432506,Campanhas Manuais Claude,BRL,3,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,SP-T,B0H3MGC36H,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,37,0,0.0000%,,0.00,0.00,,0,0,
25 de ago. de 2026 - 25 de ago. de 2026,"=""160875308766462""",Campanha de Palavra-Chave Cinzeiros,"=""197709452963098""",Campanha de Palavra-Chave Cinzeiros,L2460-CZ,B0H3QHL2VB,,AMAZON_BR,99873185432506,Campanhas Manuais Claude,BRL,1,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L2460-CZ,B0H3QHL2VB,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,229,0,0.0000%,,0.00,0.00,,0,0,
24 de ago. de 2026 - 31 de ago. de 2026,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,L2030,B0H6CCHT65,,AMAZON_BR,264141269671834,Campanha automatica geral,BRL,148,2,1.3514%,0.79500,1.59,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 30 de ago. de 2026,"=""157934729939405""",Campanha automática inidividual- L1618-o115/07,"=""285629207112751""",campanha automática inidividual- L1618-A-o115/07,L1618-A,B0H4NRG51Q,,AMAZON_BR,1383289894499,campanha automatica individual,BRL,10,0,0.0000%,,0.00,0.00,,0,0,
