Intervalo de datas,Identificador da campanha,Nome da campanha,ID do grupo de anúncios,Nome do grupo de anúncios,Estratégia de lances do grupo de anúncios,Segmentação,Tipo de correspondência de segmentação-Targeting match type,ID do segmento,Lance do segmento,ID do portfólio,Nome do portfólio,Moeda do orçamento,Impressões,Cliques,CTR,CPC,Custo total,Vendas,Compras,Taxa de compra em relação aos cliques,Unidades vendidas,ROAS
27 de jul. de 2026 - 9 de ago. de 2026,"=""100493751446075""",Campanha de Produto Indicado- L1618-T-o103/07,"=""78690051619891""",Campanha de Produto Indicado- L1618-T-o103/07,,"asin-expanded=""B0GVVLW9BP""",TARGETING_EXPRESSION,105256575230509,0.69,146788124202114,campanha de produto indicado,BRL,4,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 25 de jul. de 2026,"=""70230654464817""",Campanha de Produto Indicado- L2440-AML-o103/07,"=""202389980731948""",Campanha de Produto Indicado- L2440-AML-o103/07,,"asin-expanded=""B076VVH2PC""",TARGETING_EXPRESSION,91616288721605,1.1,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 28 de jul. de 2026,"=""246652946970837""",campanha automática individual- L2470-B-o115/07,"=""334383283177829""",campanha automática individual- L2470-B-o115/07,,close-match,TARGETING_EXPRESSION_PREDEFINED,383747329615185,1.0,1383289894499,campanha automatica individual,BRL,265,2,0.7547%,0.26500,0.53,0.00,0,0.0000%,0,0.00000
28 de jul. de 2026 - 7 de ago. de 2026,"=""220339920491993""",Campanha de Produto Indicado- L1618-A-o103/07,"=""216344585748751""",Campanha de Produto Indicado- L1618-A-o103/07,,"asin-expanded=""B0FFRGJQPV""",TARGETING_EXPRESSION,257149637762964,0.58,146788124202114,campanha de produto indicado,BRL,4,0,0.0000%,,0.00,0.00,0,,0,
26 de jul. de 2026 - 10 de ago. de 2026,"=""81989474043493""",Campanha de Produto Indicado- P4080-o115/07,"=""40741820515357""",Campanha de Produto Indicado- P4080-o115/07,,"asin-expanded=""B09YDLC69D""",TARGETING_EXPRESSION,210729489004637,0.5,146788124202114,campanha de produto indicado,BRL,5,0,0.0000%,,0.00,0.00,0,,0,
29 de jul. de 2026 - 14 de ago. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B0FD53H3VC""",TARGETING_EXPRESSION,62638220339719,1.1,146788124202114,campanha de produto indicado,BRL,21,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 28 de jul. de 2026,"=""253216233355680""",Campanha de Produto Indicado- L2450-AML-o103/07,"=""247012709725757""",Campanha de Produto Indicado- L2450-AML-o103/07,,"asin-expanded=""B076JKJPYJ""",TARGETING_EXPRESSION,248080085586733,1.1,146788124202114,campanha de produto indicado,BRL,5,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 27 de jul. de 2026,"=""70230654464817""",Campanha de Produto Indicado- L2440-AML-o103/07,"=""202389980731948""",Campanha de Produto Indicado- L2440-AML-o103/07,,"asin-expanded=""B0GR1TFZG6""",TARGETING_EXPRESSION,217983204335136,1.1,146788124202114,campanha de produto indicado,BRL,3,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 26 de jul. de 2026,"=""253216233355680""",Campanha de Produto Indicado- L2450-AML-o103/07,"=""247012709725757""",Campanha de Produto Indicado- L2450-AML-o103/07,,"asin-expanded=""B0C2QQBBWC""",TARGETING_EXPRESSION,139651468785252,1.1,146788124202114,campanha de produto indicado,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
7 de ago. de 2026 - 7 de ago. de 2026,"=""113980823359011""",Campanha de Palavra-Chave- P3050-o116/07,"=""102406068413906""",Campanha de Palavra-Chave- P3050-o116/07,,lixeira aço inox 40 litros,EXACT,113705077375235,1.32,178029480993742,campanha de palavra chave,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
4 de ago. de 2026 - 4 de ago. de 2026,"=""19556674217425""",Campanha de Palavra-Chave- P3070-o116/07,"=""193722055453991""",Campanha de Palavra-Chave- P3070-o116/07,,lixeira inox com tampa,EXACT,186803607875745,1.32,178029480993742,campanha de palavra chave,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
26 de jul. de 2026 - 28 de jul. de 2026,"=""118770317056339""",Campanha de Produto Indicado- L2470-CZ-o228/07,"=""14733660752446""",Campanha de Produto Indicado- L2470-CZ-o228/07,,"asin-expanded=""B086186D57""",TARGETING_EXPRESSION,266393480591558,0.55,146788124202114,campanha de produto indicado,BRL,5,0,0.0000%,,0.00,0.00,0,,0,
28 de jul. de 2026 - 16 de ago. de 2026,"=""3262494915796""",Campanha de Produto Indicado- P3050-o228/07,"=""113839187289861""",Campanha de Produto Indicado- P3050-o228/07,,"asin-expanded=""B0GZ59P5FC""",TARGETING_EXPRESSION,62372818457880,0.55,146788124202114,campanha de produto indicado,BRL,27,1,3.7037%,0.39000,0.39,0.00,0,0.0000%,0,0.00000
25 de jul. de 2026 - 28 de jul. de 2026,"=""145964185460140""",campanha automática individual- P3070-o116/07,"=""429470627552062""",campanha automática individual- P3070-o116/07,,substitutes,TARGETING_EXPRESSION_PREDEFINED,334982349456928,1.1,1383289894499,campanha automatica individual,BRL,542,5,0.9225%,0.60400,3.02,0.00,0,0.0000%,0,0.00000
26 de jul. de 2026 - 26 de jul. de 2026,"=""253216233355680""",Campanha de Produto Indicado- L2450-AML-o103/07,"=""247012709725757""",Campanha de Produto Indicado- L2450-AML-o103/07,,"asin-expanded=""B0B5RZR8P8""",TARGETING_EXPRESSION,117699467212885,1.1,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 23 de ago. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B0F6PG8SNT""",TARGETING_EXPRESSION,87312542095519,1.1,146788124202114,campanha de produto indicado,BRL,98,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 25 de jul. de 2026,"=""68539107677740""",Campanha de Palavra-Chave- L1618-A-o103/07,"=""267194100732843""",Campanha de Palavra-Chave- L1618-A-o103/07,,lixeira aço inox 3 litros,PHRASE,18309951732421,1.2,178029480993742,campanha de palavra chave,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
26 de jul. de 2026 - 28 de jul. de 2026,"=""70230654464817""",Campanha de Produto Indicado- L2440-AML-o103/07,"=""202389980731948""",Campanha de Produto Indicado- L2440-AML-o103/07,,"asin-expanded=""B0H1HXMG18""",TARGETING_EXPRESSION,186527701371414,1.1,146788124202114,campanha de produto indicado,BRL,10,0,0.0000%,,0.00,0.00,0,,0,
13 de ago. de 2026 - 13 de ago. de 2026,"=""51280467188765""",Campanha de Produto Indicado- L2030-B-o311/08,"=""39531632646033""",Campanha de Produto Indicado- L2030-B-o311/08,,"asin-expanded=""B0GXNYQPC2""",TARGETING_EXPRESSION,130339874701705,0.78,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 23 de ago. de 2026,"=""118770317056339""",Campanha de Produto Indicado- L2470-CZ-o228/07,"=""14733660752446""",Campanha de Produto Indicado- L2470-CZ-o228/07,,"asin-expanded=""B0GYK3X7FD""",TARGETING_EXPRESSION,269286007171375,0.55,146788124202114,campanha de produto indicado,BRL,47,0,0.0000%,,0.00,0.00,0,,0,
26 de jul. de 2026 - 23 de ago. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B0GQDXYTXK""",TARGETING_EXPRESSION,232276763583264,1.1,146788124202114,campanha de produto indicado,BRL,75,0,0.0000%,,0.00,0.00,0,,0,
5 de ago. de 2026 - 7 de ago. de 2026,"=""220339920491993""",Campanha de Produto Indicado- L1618-A-o103/07,"=""216344585748751""",Campanha de Produto Indicado- L1618-A-o103/07,,"asin-expanded=""B0H4NRG51Q""",TARGETING_EXPRESSION,139593846996496,0.58,146788124202114,campanha de produto indicado,BRL,2,1,50.0000%,0.58000,0.58,0.00,0,0.0000%,0,0.00000
9 de ago. de 2026 - 9 de ago. de 2026,"=""123525465502040""",campanha de palavra chave- P3060-o116/07,"=""49233190069824""",campanha de palavra chave- P3060-o116/07,,lixeira aço inox 50 litros,EXACT,209425257360798,1.32,178029480993742,campanha de palavra chave,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 19 de ago. de 2026,"=""7243834473931""",Campanha de Produto Indicado- PG3070-o228/07,"=""212453488975658""",Campanha de Produto Indicado- PG3070-o228/07,,"asin-expanded=""B0CNWMRYLF""",TARGETING_EXPRESSION,196222757802260,0.55,146788124202114,campanha de produto indicado,BRL,39,0,0.0000%,,0.00,0.00,0,,0,
30 de jul. de 2026 - 30 de jul. de 2026,"=""54057381293334""",campanha de produto indicado-P3060-o115/07,"=""162752730016997""",campanha de produto indicado-P3060-o115/07,,"asin-expanded=""B08HJR5TDG""",TARGETING_EXPRESSION,118816137373569,0.55,146788124202114,campanha de produto indicado,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
30 de jul. de 2026 - 10 de ago. de 2026,"=""129369277028930""",Campanha de Palavra-Chave- L2470-CZ-o116/07,"=""142630565422583""",Campanha de Palavra-Chave- L2470-CZ-o116/07,,cinzeiro para área externa,PHRASE,84544850634546,1.44,178029480993742,campanha de palavra chave,BRL,10,0,0.0000%,,0.00,0.00,0,,0,
27 de jul. de 2026 - 20 de ago. de 2026,"=""7243834473931""",Campanha de Produto Indicado- PG3070-o228/07,"=""212453488975658""",Campanha de Produto Indicado- PG3070-o228/07,,"asin-expanded=""B0GCZX5FJC""",TARGETING_EXPRESSION,15762221301029,0.55,146788124202114,campanha de produto indicado,BRL,13,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 23 de ago. de 2026,"=""51280467188765""",Campanha de Produto Indicado- L2030-B-o311/08,"=""39531632646033""",Campanha de Produto Indicado- L2030-B-o311/08,,"asin-expanded=""B0DXRJZBY5""",TARGETING_EXPRESSION,78776026115580,0.78,146788124202114,campanha de produto indicado,BRL,30,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 6 de ago. de 2026,"=""81989474043493""",Campanha de Produto Indicado- P4080-o115/07,"=""40741820515357""",Campanha de Produto Indicado- P4080-o115/07,,"asin-expanded=""B0D3JKH3R1""",TARGETING_EXPRESSION,182547319699922,0.55,146788124202114,campanha de produto indicado,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
27 de jul. de 2026 - 27 de jul. de 2026,"=""81989474043493""",Campanha de Produto Indicado- P4080-o115/07,"=""40741820515357""",Campanha de Produto Indicado- P4080-o115/07,,"asin-expanded=""B07QWHJYM1""",TARGETING_EXPRESSION,158487481338148,0.55,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
28 de jul. de 2026 - 29 de jul. de 2026,"=""98086879114039""",Campanha de Produto Indicado- L2470-B-o115/07,"=""38205454685839""",Campanha de Produto Indicado- L2470-B-o115/07,,"asin-expanded=""B076MHHJ4Y""",TARGETING_EXPRESSION,251916273140540,0.55,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 11 de ago. de 2026,"=""123525465502040""",campanha de palavra chave- P3060-o116/07,"=""49233190069824""",campanha de palavra chave- P3060-o116/07,,lixeira inox para banheiro,PHRASE,143245999767969,1.32,178029480993742,campanha de palavra chave,BRL,61,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 20 de ago. de 2026,"=""51280467188765""",Campanha de Produto Indicado- L2030-B-o311/08,"=""39531632646033""",Campanha de Produto Indicado- L2030-B-o311/08,,"asin-expanded=""B0DJPY3KRS""",TARGETING_EXPRESSION,153049803885126,0.78,146788124202114,campanha de produto indicado,BRL,13,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 21 de ago. de 2026,"=""7243834473931""",Campanha de Produto Indicado- PG3070-o228/07,"=""212453488975658""",Campanha de Produto Indicado- PG3070-o228/07,,"asin-expanded=""B076VMW9H1""",TARGETING_EXPRESSION,88659736995679,0.55,146788124202114,campanha de produto indicado,BRL,74,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 28 de jul. de 2026,"=""253216233355680""",Campanha de Produto Indicado- L2450-AML-o103/07,"=""247012709725757""",Campanha de Produto Indicado- L2450-AML-o103/07,,"asin-expanded=""B0H4NLBG1Y""",TARGETING_EXPRESSION,146865292835764,1.1,146788124202114,campanha de produto indicado,BRL,9,0,0.0000%,,0.00,0.00,0,,0,
25 de jul. de 2026 - 20 de ago. de 2026,"=""3262494915796""",Campanha de Produto Indicado- P3050-o228/07,"=""113839187289861""",Campanha de Produto Indicado- P3050-o228/07,,"asin-expanded=""B0GXBQKQ5F""",TARGETING_EXPRESSION,146489046531464,0.55,146788124202114,campanha de produto indicado,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
29 de jul. de 2026 - 20 de ago. de 2026,"=""39066415309857""",Campanha de Produto Indicado- PXP-o103/07,"=""107384110271466""",Campanha de Produto Indicado- PXP-o103/07,,"asin-expanded=""B0C5JQLXG1""",TARGETING_EXPRESSION,64461699935232,0.92,146788124202114,campanha de produto indicado,BRL,14,0,0.0000%,,0.00,0.00,0,,0,
