Data inicial,Data de término,País,Termo de pesquisa do cliente,Classificação de impressão de termo de pesquisa,Parcela de impressões de termo de pesquisa,Palavra-chave,Tipo de correspondência,Nome do portfólio,Nome da campanha,Nome do grupo de anúncios,Moeda,Cliques,Impressões,Taxa de cliques (CTR),Gastos,Custo por clique (CPC),Total de pedidos em 7 dias (N.º),"Total de vendas em 7 dias ","Total do custo de publicidade das vendas (ACOS) ",Retorno total sobre gastos com anúncios (ROAS),Taxa de conversão em 7 dias
"Jul 25, 2026","Aug 23, 2026",Brasil,b0ctmzhjfj,3,6.170%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lata de lixo banheiro,6,6.670%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,5,20.000%,R$0.75,R$0.75,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira 10l,35,0.27999999999999996%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,5,20.000%,R$0.25,R$0.25,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira 3 litros,9,4.170%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,5,20.000%,R$0.79,R$0.79,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira 59l inox,1,100.000%,*,-,campanha automatica individual,campanha automática individual- P3070-o116/07,campanha automática individual- P3070-o116/07,BRL,1,2,50.000%,R$1.13,R$1.13,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira 59l inox,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o115/07,BRL,1,3,33.330%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira aco inox quadrada sem tampa,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,5,20.000%,R$0.55,R$0.55,1,R$1741.56,0.030%,3166.47,100.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira de 40 litros,1,35.709999999999995%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,5,20.000%,R$0.61,R$0.61,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira de embutir cozinha tramontina 8 litros,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,5,20.000%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira de inox com pedal 10 l,2,18.520%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,5,20.000%,R$0.63,R$0.63,0,R$0.0,,0.0,0.000%
