Data inicial,Data de término,País,Termo de pesquisa do cliente,Classificação de impressão de termo de pesquisa,Parcela de impressões de termo de pesquisa,Palavra-chave,Tipo de correspondência,Nome do portfólio,Nome da campanha,Nome do grupo de anúncios,Moeda,Cliques,Impressões,Taxa de cliques (CTR),Gastos,Custo por clique (CPC),Total de pedidos em 7 dias (N.º),"Total de vendas em 7 dias ","Total do custo de publicidade das vendas (ACOS) ",Retorno total sobre gastos com anúncios (ROAS),Taxa de conversão em 7 dias
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira de lavabo,2,20.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,5,20.000%,R$0.54,R$0.54,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira inox 10l balde interno,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,5,20.000%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b076t9qljs,3,22.220000000000005%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.64,R$0.64,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b08fxscz99,2,23.530%,"asin-expanded=""B08FXSCZ99""",-,campanha de produto indicado,Campanha de Produto Indicado- PG3070-o228/07,Campanha de Produto Indicado- PG3070-o228/07,BRL,1,4,25.000%,R$0.79,R$0.79,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0c5rt2n65,1,66.670%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.64,R$0.64,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0dk21wt8s,1,66.670%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0dxqclkcp,3,16.000%,*,-,campanha automatica individual,campanha automática inidividual- PXP-o311/08,campanha automática inidividual- PXP-o311/08,BRL,1,4,25.000%,R$0.58,R$0.58,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0f8pcrt9j,15,0.430%,"asin-expanded=""B0778TD2LY""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,4,25.000%,R$1.05,R$1.05,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0fch6p3lq,4,5.480%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.2,R$0.2,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0fs9bc1pr,18,1.1100000000000001%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.79,R$0.79,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0g11mxwbp,1,80.000%,"asin-expanded=""B085ZX7344""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,4,25.000%,R$1.04,R$1.04,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0gl7vtg6q,34,0.050%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.72,R$0.72,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0gr21djc2,24,0.180%,"asin-expanded=""B0GXP7R9GT""",-,campanha de produto indicado,Campanha de Produto Indicado- L2030-B-o311/08,Campanha de Produto Indicado- L2030-B-o311/08,BRL,1,1,100.000%,R$0.79,R$0.79,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0gr21djc2,24,0.180%,"asin-expanded=""B0GWJZTXFG""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,1,100.000%,R$1.1,R$1.1,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0gr21djc2,24,0.180%,"asin-expanded=""B0BKRC75MM""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,2,50.000%,R$1.1,R$1.1,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0h5csy3ct,3,13.790%,"asin-expanded=""B0F4T8FCDD""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,4,25.000%,R$0.66,R$0.66,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,inox,49,0.370%,*,-,campanha automatica individual,campanha automática individual- SP-01-o116/07,campanha automática individual- SP-01-o116/07,BRL,1,4,25.000%,R$0.85,R$0.85,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira 50 litros basculante,1,44.44000000000001%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,4,4,100.000%,R$1.97,R$0.49,1,R$543.85,0.360%,276.07,25.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira 7 litros cozinha bambu,1,80.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira cozinha,287,0.000%,*,-,campanha automatica individual,campanha automática individual- P3050-o102/07,campanha automática individual- P3050,BRL,1,4,25.000%,R$1.0,R$1.0,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira de cozinha de embutir 17cm,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,4,50.000%,R$1.13,R$0.56,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira inox 10 litros,2,11.110000000000002%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.63,R$0.63,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira inox 100 litros com pedal,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,4,50.000%,R$0.2,R$0.1,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira inox 20 litros com pedal,5,5.480%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.36,R$0.36,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira inox cozinha 60l,1,100.000%,lixeira inox para cozinha,PHRASE,campanha de palavra chave,Campanha de Palavra-Chave- P3070-o116/07,Campanha de Palavra-Chave- P3070-o116/07,BRL,1,4,25.000%,R$0.76,R$0.76,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira profissional,1,80.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.63,R$0.63,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira redonda com tampa,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira redonda de cozinha,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o115/07,BRL,1,4,25.000%,R$0.4,R$0.4,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixo de banheiro balde sem tampa,1,50.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.84,R$0.84,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixo de banheiro inox,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,4,25.000%,R$0.38,R$0.38,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b076mkp2xj,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.73,R$0.73,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b076tqwdx3,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.55,R$0.55,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b07cl7m4nt,3,20.000%,*,-,campanha automatica individual,campanha automática individual- L2030-B-o115/07,campanha automática individual- L2030-Bo115/07,BRL,1,3,33.330%,R$1.34,R$1.34,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b07rb2hxxg,8,1.960%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b08ccjd9s3,14,1.410%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0c2s65g63,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.76,R$0.76,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0c89vnybt,17,0.240%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.17,R$0.17,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0dfx6cbz6,1,100.000%,"asin-expanded=""B0DFX6CBZ6""",-,campanha de produto indicado,Campanha de Produto Indicado- PXP-o103/07,Campanha de Produto Indicado- PXP-o103/07,BRL,1,3,33.330%,R$0.77,R$0.77,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0dzv82n4p,1,75.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0fpbsjykd,2,16.669999999999998%,"asin-expanded=""B0C5N9HQJM""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,2,50.000%,R$1.09,R$1.09,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0fpbsjykd,2,16.669999999999998%,"asin-expanded=""B0FRV2T2ZP""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,1,100.000%,R$1.1,R$1.1,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0gwsbct3m,7,0.610%,"asin-expanded=""B086DG9V24""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,3,33.330%,R$0.93,R$0.93,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0h63fkgpj,2,25.000%,*,-,campanha automatica individual,campanha automática individual- L2470-B-o115/07,campanha automática individual- L2470-B-o115/07,BRL,1,3,33.330%,R$0.9,R$0.9,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0h6l3552g,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.48,R$0.48,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,bituqueira,1,100.000%,"asin-expanded=""B0D7DV81YZ""",-,campanha de produto indicado,Campanha de Produto Indicado- SP-FF-o103/07,Campanha de Produto Indicado- SP-FF-o103/07,BRL,1,1,100.000%,R$0.42,R$0.42,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,bituqueira,1,100.000%,*,-,campanha automatica individual,campanha automática individual- SP-01-o116/07,campanha automática individual- SP-01-o116/07,BRL,1,2,50.000%,R$0.65,R$0.65,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,cesto de lixo chic para lavabo,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.39,R$0.39,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,cesto de lixo para banheiro,23,0.9900000000000001%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.79,R$0.79,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,cesto de lixo pia de cozinha 5litros inox,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.46,R$0.46,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,extintor de incêndio,6,0.200%,*,-,campanha automatica individual,campanha automática individual- PXM-o228/07,campanha automática individual- PXM-o228/07,BRL,1,3,33.330%,R$0.4,R$0.4,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira 100,1,75.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira 30 litros basculante,2,10.340%,*,-,campanha automatica individual,campanha automática individual- L2470-B-o115/07,campanha automática individual- L2470-B-o115/07,BRL,1,3,33.330%,R$0.09,R$0.09,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira 40cm,2,37.500%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.54,R$0.54,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira aco inox pia,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.47,R$0.47,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira aro 15 litros,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.71,R$0.71,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira banheiro basculante 12l,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.33,R$0.33,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira banheiro com tampa inox,1,60.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.54,R$0.54,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira basculante 30,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.41,R$0.41,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira basculante bege,3,6.520%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,3,66.670%,R$0.71,R$0.35,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira com basculante 30 litros,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,3,3,100.000%,R$1.41,R$0.47,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira com pedal inox 12 litros,1,60.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.97,R$0.97,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira de cozinha grande 100 litros inox,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.96,R$0.96,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira de inox 100 litros,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.67,R$0.67,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira de lavabo dourada,2,42.860%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.6,R$0.6,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira inox 10l sem tampa,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.73,R$0.73,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira inox 2l,2,42.860%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.55,R$0.55,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira inox 3l sem pedal,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.32,R$0.32,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira inox basculante quadrado,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.1,R$0.1,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira inox brinox,3,5.660%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.68,R$0.68,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira inox cozinha 50 litros com pedal,3,16.669999999999998%,lixeira inox cozinha 50 litros,PHRASE,campanha de palavra chave,campanha de palavra chave- P3060-o116/07,campanha de palavra chave- P3060-o116/07,BRL,2,3,66.670%,R$4.52,R$2.26,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira para banheiro inox,7,0.110%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.75,R$0.75,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira para banheiro inox manual,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.76,R$0.76,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira redonda para pia de cozinha,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.14,R$0.14,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixeira retangular inox,36,0.020%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixo 40cm,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$0.35,R$0.35,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixo de banheiro,37,0.370%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,2,50.000%,R$0.75,R$0.75,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,lixo de banheiro,37,0.370%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o115/07,BRL,1,1,100.000%,R$0.67,R$0.67,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,porta pilhas,13,0.750%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,3,33.330%,R$1.07,R$1.07,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,7 litros lixeira banheiro 7 litros,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,2,50.000%,R$0.67,R$0.67,1,R$265.8,0.250%,396.72,100.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,arandela de parede quarto,19,0.100%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o116/07,campanha automática individual- SP-PP16/07,BRL,1,2,50.000%,R$0.9,R$0.9,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b076jknx9q,6,7.690%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,2,100.000%,R$0.6,R$0.3,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b076pks5gl,1,66.670%,"asin-expanded=""B076PKS5GL""",-,campanha de produto indicado,Campanha de Produto Indicado- L2030-B-o311/08,Campanha de Produto Indicado- L2030-B-o228/07,BRL,1,1,100.000%,R$0.82,R$0.82,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b076pks5gl,1,66.670%,"asin-expanded=""B0FNRL7TG1""",-,campanha de produto indicado,Campanha de Produto Indicado- L2030-B-o311/08,Campanha de Produto Indicado- L2030-B-o311/08,BRL,1,1,100.000%,R$0.31,R$0.31,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b07cbb47v4,1,100.000%,"asin-expanded=""B07CBB47V4""",-,campanha de produto indicado,Campanha de Produto Indicado- SP-FF-o103/07,Campanha de Produto Indicado- SP-FF-o103/07,BRL,1,2,50.000%,R$0.56,R$0.56,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b07fl8m7pz,2,5.880%,"asin-expanded=""B0778TD2LY""",-,campanha de produto indicado,Campanha de Produto Indicado- L2450-AML-o103/07,Campanha de Produto Indicado- L2450-AML-o103/07,BRL,1,2,50.000%,R$0.56,R$0.56,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b07wv67wsv,1,100.000%,"asin-expanded=""B07WV67WSV""",-,campanha de produto indicado,Campanha de Produto Indicado- SP-01-o228/07,Campanha de Produto Indicado- SP-01-o228/07,BRL,1,2,50.000%,R$0.75,R$0.75,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b08d8r4gzq,59,0.020%,"asin-expanded=""B08D8R4GZQ""",-,campanha de produto indicado,Campanha de Produto Indicado- P3050-o228/07,Campanha de Produto Indicado- P3050-o228/07,BRL,1,2,50.000%,R$0.31,R$0.31,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b092xlgl21,13,0.820%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,2,50.000%,R$0.18,R$0.18,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b09ydkht3h,30,0.060%,*,-,campanha automatica individual,campanha automática individual- P3070-o116/07,campanha automática individual- P3070-o116/07,BRL,1,2,50.000%,R$0.36,R$0.36,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0b88tchl5,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,2,50.000%,R$0.26,R$0.26,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0f1q7kw89,3,1.7999999999999997%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,2,50.000%,R$0.79,R$0.79,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0f4t417rf,6,3.700%,"asin-expanded=""B0F4T417RF""",-,campanha de produto indicado,Campanha de Produto Indicado- L1618-A-o103/07,Campanha de Produto Indicado- L1618-A-o103/07,BRL,1,2,50.000%,R$0.2,R$0.2,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0f89dr995,12,0.170%,"asin-expanded=""B0FVHGF364""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,2,50.000%,R$1.1,R$1.1,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0fktg486l,5,6.250%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,2,50.000%,R$0.54,R$0.54,0,R$0.0,,0.0,0.000%
"Jul 25, 2026","Aug 23, 2026",Brasil,b0fmzvqpj7,2,16.669999999999998%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,2,50.000%,R$0.54,R$0.54,0,R$0.0,,0.0,0.000%
