Estado,Nome da campanha,País,Código do status,Status,Tipo,Segmentação,Varejista,Nome do portfólio,Estratégia de lances da campanha,Data de início da campanha,Data de término da campanha,Média de tempo dentro do orçamento,Valor do orçamento da campanha (convertido),Valor do orçamento da campanha,Tipo de custo,Impressões,Parcela de impressões no topo da pesquisa,Ajuste de lance para o topo da pesquisa,Cliques,CTR,Custo total (convertido),Custo total,CPC (convertido),CPC,Visualizações da página de detalhes,Visualizações da página da Brand Store,Compras,Vendas (convertido),Vendas,ACOS,ROAS,Compras (clientes novos para a marca),Percentual de compras de clientes novos para a marca,Vendas (clientes novos para a marca) (convertido),Vendas (clientes novos para a marca),Percentual de vendas novas para a marca,Vendas a longo prazo (convertido),Vendas a longo prazo,ROAS de longo prazo,Alcance do usuário,Alcance por domicílio,Impressões visíveis,CPM (convertido),CPM,CPM visível (vCPM) (convertido),CPM visível (vCPM),Primeiro quartil (anúncio de vídeo),Metade (anúncio de vídeo),Terceiro quartil (anúncios de vídeo),Visualizações concluídas (anúncios de vídeo),Ativações do som (anúncios de vídeo),Distribuição visível,CTR visível (vCTR)
PAUSADO,Campanha de Categoria- L2440-AML-o108/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,16,"0,0014","R$ 16,79","R$ 16,79","R$ 1,05","R$ 1,05",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha de Categoria- L2470-B-o108/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,21,"0,0016","R$ 16,99","R$ 16,99","R$ 0,81","R$ 0,81",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha de Categoria- L1618-T-o108/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,8,"0,0050","R$ 5,82","R$ 5,82","R$ 0,73","R$ 0,73",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha de Categoria- PG3070-o108/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 5,00","R$ 5,00",CPC,0,<5%,0,33,"0,0009","R$ 26,43","R$ 26,43","R$ 0,80","R$ 0,80",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha de Palavra-Chave- L1618-A-o103/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,7,"0,0101","R$ 8,99","R$ 8,99","R$ 1,28","R$ 1,28",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha de Palavra-Chave- PXP-o115/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 20,00","R$ 20,00",CPC,0,"52,33%",0,3,"0,0300","R$ 1,67","R$ 1,67","R$ 0,56","R$ 0,56",0,0,1,"R$ 335,78","R$ 335,78",0,201.06586826347305,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha de Palavra-Chave- PXM-o116/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,"49,00%",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha de Palavra-Chave- L2030-B-o103/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,"8,70%",0,12,"0,0135","R$ 15,32","R$ 15,32","R$ 1,28","R$ 1,28",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha de Palavra-Chave- L2470-CZ-o116/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,"48,84%",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha de Palavra-Chave- L2440-AML-o103/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,"7,37%",0,6,"0,0042","R$ 8,81","R$ 8,81","R$ 1,47","R$ 1,47",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha de Palavra-Chave- L2470-B-o116/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,"8,62%",0,3,"0,0023","R$ 3,29","R$ 3,29","R$ 1,10","R$ 1,10",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha de Palavra-Chave- L1618-T-o103/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,17,"0,0090","R$ 21,75","R$ 21,75","R$ 1,28","R$ 1,28",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha de Palavra-Chave- PG3070-o116/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,"30,25%",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,campanha automática individual- PG3070-o425/08,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,15,"0,0034","R$ 15,64","R$ 15,64","R$ 1,04","R$ 1,04",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,campanha automática individual- L1618-T-o130/06,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (somente redução),15/06/2026,,,"R$ 5,00","R$ 5,00",CPC,0,<5%,0,85,"0,0060","R$ 89,25","R$ 89,25","R$ 1,05","R$ 1,05",0,0,1,"R$ 116,00","R$ 116,00",0,1.2997198879551823,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,campanha automática individual- L2470-B-o115/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,54,"0,0026","R$ 53,07","R$ 53,07","R$ 0,98","R$ 0,98",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,campanha automática individual- L2440-AML-o115/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,13,"0,0018","R$ 15,05","R$ 15,05","R$ 1,16","R$ 1,16",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,campanha automática individual- L2470-CZ-o102/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,15,"0,0020","R$ 18,62","R$ 18,62","R$ 1,24","R$ 1,24",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,campanha automática individual- L2030-B-o115/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,74,"0,0035","R$ 75,00","R$ 75,00","R$ 1,01","R$ 1,01",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,campanha automática individual- PXM-o425/08,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 20,00","R$ 20,00",CPC,0,<5%,0,22,"0,0030","R$ 21,25","R$ 21,25","R$ 0,97","R$ 0,97",0,0,1,"R$ 610,62","R$ 610,62",0,28.735058823529407,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
ATIVADO,campanha automática inidividual- PXP-o311/08,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 40,00","R$ 40,00",CPC,0,<5%,0,28,"0,0016","R$ 25,48","R$ 25,48","R$ 0,91","R$ 0,91",0,0,4,"R$ 690,42","R$ 690,42",0,27.09654631083202,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,campanha automática inidividual- SP-P,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,1,"0,0012","R$ 0,26","R$ 0,26","R$ 0,26","R$ 0,26",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,Campanha automática inidividual- L1618-o115/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,38,"0,0041","R$ 36,35","R$ 36,35","R$ 0,96","R$ 0,96",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,campanha de produto indicado-P3060-o115/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),12/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,49,"0,0032","R$ 47,21","R$ 47,21","R$ 0,96","R$ 0,96",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,campanha de categoria- P3060-o108/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),12/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,15,"0,0011","R$ 11,06","R$ 11,06","R$ 0,74","R$ 0,74",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,campanha de palavra chave- P3060-o116/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),12/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,"8,85%",0,6,"0,0062","R$ 10,08","R$ 10,08","R$ 1,68","R$ 1,68",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
PAUSADO,campanha automatica individual- P3060-o115/07,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),12/06/2026,,,"R$ 10,00","R$ 10,00",CPC,0,<5%,0,65,"0,0047","R$ 81,70","R$ 81,70","R$ 1,26","R$ 1,26",0,0,0,"R$ 0,00","R$ 0,00",0,0,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
ATIVADO,campanha automatica geral DBA-o59/09,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,AUTOMATIC,Amazon,Campanha automatica geral,Lances dinâmicos (aumento e redução),12/06/2026,,,"R$ 90,00","R$ 90,00",CPC,0,<5%,0,784,"0,0050","R$ 481,48","R$ 481,48","R$ 0,61","R$ 0,61",0,0,14,"R$ 4.969,15","R$ 4.969,15",0,10.32057406330481,0,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0
