Data inicial,Data de término,País,Termo de pesquisa do cliente,Classificação de impressão de termo de pesquisa,Parcela de impressões de termo de pesquisa,Palavra-chave,Tipo de correspondência,Nome do portfólio,Nome da campanha,Nome do grupo de anúncios,Moeda,Cliques,Impressões,Taxa de cliques (CTR),Gastos,Custo por clique (CPC),Total de pedidos em 7 dias (N.º),"Total de vendas em 7 dias ","Total do custo de publicidade das vendas (ACOS) ",Retorno total sobre gastos com anúncios (ROAS),Taxa de conversão em 7 dias
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira para cozinha tramontina,5,4.170%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.75,R$0.75,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira para escritório,10,2.000%,*,-,campanha automatica individual,Campanha automática inidividual- L1618-o115/07,campanha automática inidividual- L1618-A-o115/07,BRL,1,1,100.000%,R$0.48,R$0.48,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira pequena para pia de cozinha inox,2,33.330%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.47,R$0.47,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira resistente e com pedal 40l preta,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.41,R$0.41,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixo banheiro,119,0.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixo cozinha 12 litros quadrada,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixo de banheiro,42,0.130%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.75,R$0.75,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixo inox grande,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixo para pia de cozinha,5,4.170%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.51,R$0.51,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixo pia cozinha inox,1,33.330%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.59,R$0.59,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,mandalas decorativas parede,21,0.300%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,1,100.000%,R$0.81,R$0.81,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,mop para limpar paredes,3,7.140%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,1,100.000%,R$1.32,R$1.32,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,organizador de fios parede,5,5.880%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,1,100.000%,R$1.57,R$1.57,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,papel de parede alto relevo,9,1.270%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,1,100.000%,R$1.23,R$1.23,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,porta escova de dente parede,35,0.120%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.75,R$0.75,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,porta guarda chuva de chão,10,0.640%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.65,R$0.65,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,prateleira cozinha parede,28,0.040%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,1,100.000%,R$1.29,R$1.29,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,protetor de quina de parede,9,0.170%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,1,100.000%,R$1.32,R$1.32,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,relogio de parede gigante,12,0.830%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.57,R$0.57,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,relógio de parede digital,77,0.020%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.64,R$0.64,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,saco de lixo reforçado 60 litros,7,3.850%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.72,R$0.72,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,suporte de extintor,1,100.000%,*,-,campanha automatica individual,campanha automática inidividual- PXP-o311/08,campanha automática inidividual- PXP-o311/08,BRL,1,1,100.000%,R$0.57,R$0.57,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,suporte extintor,1,100.000%,*,-,campanha automatica individual,campanha automática individual- PXM-o425/08,campanha automática individual- PXM-o425/08,BRL,1,1,100.000%,R$0.58,R$0.58,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,suporte extintor inox,1,100.000%,suporte extintor inox,EXACT,campanha de palavra chave,Campanha de Palavra-Chave- PXP-o115/07,Campanha de Palavra-Chave- PXPo1-15/07,BRL,1,1,100.000%,R$0.69,R$0.69,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,suporte para extintor,1,100.000%,*,-,campanha automatica individual,campanha automática individual- PXM-o425/08,campanha automática individual- PXM-o425/08,BRL,1,1,100.000%,R$0.5,R$0.5,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,suporte porta extintor aço inox redondo,1,100.000%,*,-,campanha automatica individual,campanha automática inidividual- PXP-o311/08,campanha automática inidividual- PXP-o311/08,BRL,1,1,100.000%,R$0.1,R$0.1,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,suporte secador de cabelo parede,14,0.510%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,1,100.000%,R$1.32,R$1.32,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,trash bin 60l,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,1,100.000%,R$0.27,R$0.27,0,R$0.0,,0.0,0.000%
