Estado,Nome da campanha,ID da campanha,campaignExternalId,País da campanha,Código do status,Status,Tipo,Segmentação,Varejista,Nome do portfólio,Estratégia de lances da campanha,Data de início da campanha,Data de término da campanha,Ajuste de lance para o topo da pesquisa,Valor do orçamento da campanha (convertido),Valor do orçamento da campanha,Tipo de custo,Impressões,CPM (convertido),CPM,Cliques,CTR visível (vCTR),CTR,CPC (convertido),CPC,CPM visível (vCPM) (convertido),CPM visível (vCPM),Distribuição visível,Impressões visíveis,Custo total (convertido),Custo total,Alcance do usuário,Alcance por domicílio,Primeiro quartil (anúncio de vídeo),Metade (anúncio de vídeo),Terceiro quartil (anúncios de vídeo),Visualizações concluídas (anúncios de vídeo),Ativações do som (anúncios de vídeo),Visualizações da página de detalhes,Visualizações da página de detalhes (clientes novos para a marca),Adicionar ao carrinho,Adições ao carrinho (cliente novo para a marca),Pesquisas de marcas,Pesquisas de marca (clientes novos para a marca),Visualizações da página da Brand Store,Visualizações da página da Brand Store (clientes novos para a marca),Compras,Vendas (convertido),Vendas,ACOS,ROAS,Compras (clientes novos para a marca),Vendas (clientes novos para a marca) (convertido),Vendas (clientes novos para a marca),Percentual de compras de clientes novos para a marca,Percentual de vendas novas para a marca,Vendas a longo prazo (convertido),Vendas a longo prazo,ROAS de longo prazo,Marca,Parcela de impressões no topo da pesquisa
PAUSADO,Campanha de Produto Indicado- L2470-B-o115/07,A047063434DXCJ4K1MT2X,98086879114039,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Palavra-Chave- P4080-o116/07,A09516511G38SEO1U51IM,139517395374433,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Palavra-Chave- P3050-o116/07,A081650121W5RUR90EHO0,113980823359011,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,campanha de produto indicado-P3060-o115/07,A05462292UNWB3G6XREBS,54057381293334,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),12/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,campanha automática individual- L2470-CZ-o102/07,A10344413UCVSW9NTOIA8,227010809046493,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Produto Indicado- L2450-AML-o103/07,A058664835I07GX0UIYHZ,253216233355680,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Palavra-Chave- PXP-o115/07,A01078162Q1VTEXFKBSRA,13641592450246,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 20,00","R$ 20,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Categoria- PXP-o103/07,A06665912LNSQ6KUHHS3T,162874090707081,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Categoria- P3070-o108/07,A09532191FBQUNJFT7L9E,170982245187588,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,campanha de palavra chave- P3060-o116/07,A012019137R3MERXUEIO0,123525465502040,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),12/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,campanha automática individual- L2440-AML-o115/07,A0970842CNSHLS8CXBZ9,52546137799748,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Produto Indicado- L2470-CZ-o425/08,A00344933QCPIT0JIM1E4,118770317056339,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Palavra-Chave- L2470-B-o116/07,A058540926WD3OFT5S05D,185052434192545,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Categoria- SP-FF-o108/07,A0028717YG1OMUVR90H7,169317211449682,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),18/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Produto Indicado- L1618-T-o103/07,A0910880WIFPP2KR2UE2,100493751446075,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Categoria- P3050-o108/07,A03868843JJN93D36MD3W,69627984161020,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Categoria- L1618-T-o108/07,A08682242VPJUGMOMU2W,88731574627784,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,campanha automática individual- P4080-o115/07,A1010034MXE8OGHMR3VX,51395984318777,Brasil,CAMPAIGN_PAUSED,Pausado,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Produto Indicado- PXP-o103/07,A0106324YJ5YBE2E7ZTT,39066415309857,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Palavra-Chave- PXM-o116/07,A00300933SVARM5JPHCS4,252196439586079,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Categoria- L2450-AML-o108/07,A03396843GW6GEJUL6BCV,194150202217376,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),19/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Palavra-Chave- L1618-T-o103/07,A079975732F8062VUN15H,125746095085649,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Categoria- L2470-B-o108/07,A05115902LVI239U8UD0L,1785498777640,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de categoria,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Palavra-Chave- PG3070-o116/07,A00935682RSDGBP1KV6C0,110098529654524,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de palavra chave,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
PAUSADO,Campanha de Produto Indicado- SP-PP-o103/07,A08394256S9B61FRGUAN,151214408407609,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),18/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
ATIVADO,Campanha de Produto Indicado- L2030-B-o311/08,A064790435SGRFFRUMEDS,51280467188765,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),15/06/2026,,0,"R$ 40,00","R$ 40,00",CPC,0,,,4,0,"0,0615","R$ 0,63","R$ 0,63",,,0,0,"R$ 2,50","R$ 2,50",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,<5%
PAUSADO,Campanha de Produto Indicado- SP-FF-o103/07,A09965703PLLAGTMUD5UK,229314137254983,Brasil,CAMPAIGN_PAUSED,Pausado,SP,MANUAL,Amazon,campanha de produto indicado,Lances dinâmicos (aumento e redução),18/06/2026,,0,"R$ 10,00","R$ 10,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
ATIVADO,Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,A07442111CYSA8E02CFF7,108804692555847,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,MANUAL,Amazon,Campanhas Manuais Claude,Lances dinâmicos (aumento e redução),29/07/2026,,"0,25","R$ 5,00","R$ 5,00",CPC,0,,,3,0,"0,0071","R$ 1,30","R$ 1,30",,,0,0,"R$ 3,90","R$ 3,90",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"59,20%"
ATIVADO,Campanha de Palavra-Chave Cinzeiros,A01333633DA5P1PA3DOWV,160875308766462,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,MANUAL,Amazon,Campanhas Manuais Claude,Lances fixos,29/07/2026,,"0,50","R$ 5,00","R$ 5,00",CPC,0,,,1,0,"0,0286","R$ 1,56","R$ 1,56",,,0,0,"R$ 1,56","R$ 1,56",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"18,18%"
ATIVADO,Campanha - Extintor Palavra-Chave Exato Manual,A10439931H06O4QT2JTPT,128467924533879,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,MANUAL,Amazon,Campanhas Manuais Claude,Lances fixos,29/07/2026,,"0,75","R$ 8,00","R$ 8,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,>95%
ATIVADO,Campanha Manual Palavra-Chave L3070-B,A0746803Y9QZ9WQWA2RI,51867061249884,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,MANUAL,Amazon,Campanhas Manuais Claude,Lances dinâmicos (aumento e redução),11/08/2026,,"0,25","R$ 5,00","R$ 5,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"33,33%"
ATIVADO,Campanha automática individual EGC,A082587736AB1TE83UA7J,78244851008766,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,AUTOMATIC,Amazon,campanha automatica individual,Lances fixos,11/08/2026,,0,"R$ 5,00","R$ 5,00",CPC,0,,,6,0,"0,0017","R$ 0,82","R$ 0,82",,,0,0,"R$ 4,93","R$ 4,93",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,0
ATIVADO,Campanha - Manual Bituqueiras Space,A09550071B07XXD2OPND5,227485829194320,Brasil,CAMPAIGN_STATUS_ENABLED,Em inserção,SP,MANUAL,Amazon,Campanhas Manuais Claude,Lances fixos,11/08/2026,,"0,50","R$ 6,00","R$ 6,00",CPC,0,,,0,0,0,,,,,0,0,"R$ 0,00","R$ 0,00",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,,"75,00%"
